股票代码,简称,公司法定中文名称,公司法定代表人,公司注册地址,公司办公地址邮政编码,公司国际互联网网址,公司董事会秘书姓名,公司董事会秘书电话,公司董事会秘书电子信箱,报告期末股东总数,每10股送红股数,每10股派息数（含税）,每10股转增数,本期营业收入(元),本期营业利润(元),利润总额(元),归属于上市公司股东的净利润(元),归属于上市公司股东的扣除非经常性损益的净利润(元),经营活动产生的现金流量净额(元),总资产(元),所有者权益（或股东权益）(元),基本每股收益(元/股),稀释每股收益(元/股),扣除非经常性损益后的基本每股收益(元/股),全面摊薄净资产收益率（%）,加权平均净资产收益率（%）,扣除非经常性损益后全面摊薄净资产收益率（%）,扣除非经常性损益后的加权平均净资产收益率（%）,每股经营活动产生的现金流量净额(元/股),归属于上市公司股东的每股净资产（元/股）
600111,包钢稀土,"内蒙古包钢稀土（集团）高科技股份有限公司","周秉利","内蒙古包头稀土高新技术产业开发区","014030","http://www.reht.com   www.reht.cn","-","-","-","345,966","0","2","0","8,471,926,672.73","0","0","1,574,186,073.72","1,458,470,668.15","1,134,616,407.6","18,462,926,827.52","7,820,326,099.17","0.65","0.65","0.6","0","21.79","0","20.19","0","0"
600112,长征电气,"贵州长征天成控股股份有限公司","李勇","贵州省遵义市武汉路临1号","563002","www.tckg.cn","-","-","-","26,123","0","0.05","0","654,631,311.12","0","0","7,278,897.22","-50,814,304.71","-13,058,423.77","3,064,386,942.07","1,186,010,717.77","0.01","0.01","-0.1","0","0.62","0","-4.3","0","0"
600113,浙江东日,"浙江东日股份有限公司","杨作军","浙江省温州市矮凳桥92号","325003","www.dongri.com","-","-","-","35,014","0","0.2","0","346,431,493.31","0","0","20,351,554.08","16,486,426.97","-4,297,332.77","921,180,313.14","576,984,867.09","0.06","0.06","0.05","0","3.59","0","2.91","0","0"
600114,东睦股份,"东睦新材料集团股份有限公司","芦德宝","浙江省宁波市鄞州工业园区（姜山）景江路8号","315191","www.pm-china.com","-","-","-","20,003","0","1.5","5","1,140,196,304.8","0","0","73,426,236.8","70,908,620.35","224,202,610.54","1,705,227,634","742,298,261.82","0.36","0.36","0.35","0","10.48","0","10.12","0","0"
600115,东方航空,"中国东方航空股份有限公司","刘绍勇","上海市浦东国际机场大道66号","200335","www.ceair.com","-","-","-","243,632","0","0","0","88,009,236,000","0","0","2,376,037,000","1,214,714,000","10,778,828,000","137,776,513,000","24,616,699,000","0.2","0.2","0.1","0","10.97","0","5.61","0","0"
600116,三峡水利,"重庆三峡水利电力（集团）股份有限公司","叶建桥","重庆市万州区高笋塘85号","重庆办公地址邮编400010；万州办公地址邮编404000 ","http://www.cqsxsl.com","-","-","-","48,667","0","1.2","0","1,369,113,279.98","0","0","104,202,816.06","80,768,925.8","338,450,695.67","3,523,464,910.37","1,119,423,386.47","0.39","0.39","0.3","0","9.52","0","7.38","0","0"
600117,西宁特钢,"西宁特殊钢股份有限公司","郭海荣","青海省西宁市","810005","http://www.xntg.com","-","-","-","75,002","0","0","0","7,032,338,016.82","0","0","-71,226,328.21","-42,498,032.64","-184,121,604.42","17,402,153,474.21","2,815,345,023.43","-0.1","-0.1","-0.06","0","-2.49","0","-1.49","0","0"
600118,中国卫星,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600119,长江投资,"长发集团长江投资实业股份有限公司","居 亮","上海市浦东新区世纪大道1500号9楼","201108","www.cjtz.cn","-","-","-","16,993","0","0.7","0","1,559,243,362.35","0","0","36,085,496.92","19,330,951.58","-74,402,268.84","1,976,083,306.54","747,789,775.42","0.12","0.12","0.06","0","4.89","0","2.62","0","0"
600120,浙江东方,"浙江东方集团股份有限公司","高康","杭州市西湖大道12号","310009","www.zjorient.com","-","-","-","31,228","0","3.6","0","10,827,754,636.74","0","0","608,329,544.16","21,440,306.85","-1,037,895,428.81","11,716,648,948.03","4,354,545,689.58","1.2","1.2","0.04","0","15.21","0","0.54","0","0"
600121,郑州煤电,"郑州煤电股份有限公司","孟中泽","郑州市中原西路188号","450007","http://www.zzce.com.cn","-","-","-","81,733","0","0","0","20,550,069,864.91","0","0","43,277,407.19","47,014,846.76","354,945,648.71","11,009,820,184.83","3,815,175,316.91","0.05","0.05","0.05","0","1.35","0","1.47","0","0"
600122,宏图高科,"江苏宏图高科技股份有限公司","杨怀珍","南京市浦口区高新开发区新科四路11号","210012","www.hiteker.com.cn","-","-","-","90,607","0","0.3","0","15,914,655,250.34","0","0","277,289,904.62","244,838,518.71","404,840,707.04","14,499,971,326.42","5,787,039,763.86","0.24","0.24","0.22","0","4.83","0","4.26","0","0"
600123,兰花科创,"山西兰花科技创业股份有限公司","郝跃洲","山西省晋城市凤台东街2288号兰花科技大厦","048000","http://www.chinalanhua.com","-","-","-","104,622","0","2.63","0","6,577,501,543.86","0","0","1,001,311,024.91","1,028,262,079.83","-388,816,542.31","20,483,194,777.37","9,706,079,111.38","0.88","0.88","0.9","0","10.41","0","10.69","0","0"
600125,铁龙物流,"中铁铁龙集装箱物流股份有限公司","朱友文","大连高新技术产业园区七贤岭产业化基地高新街3号","116001","http://www.chinacrt.com","-","-","-","97,498","0","0","0","4,280,599,730.87","0","0","421,429,112.61","407,679,831.1","108,191,472.04","5,392,533,980.13","4,343,500,580.22","0.32","0","0.31","0","10.01","0","9.68","0","0"
600126,杭钢股份,"杭州钢铁股份有限公司","汤民强","杭州市拱墅区半山路178号","310022","http://www.hzsteel.com","-","-","-","42,152","0","0.1","0","17,183,465,800.06","0","0","20,651,120.5","-2,933,257.72","135,185,893.91","8,565,571,624.24","3,305,154,175","0.02","0.02","-0","0","0.63","0","-0.09","0","0"
600127,金健米业,"金健米业股份有限公司","谢文辉","常德市常德经济技术开发区德山办事处莲池居委会崇德路158号","415001","http://www.600127.cn","-","-","-","128,866","0","0","0","1,498,641,075.63","0","0","11,009,172.31","-76,432,154.24","121,332,518.48","1,411,679,579.58","894,256,991.23","0.02","0.02","-0.14","0","2.07","0","-14.4","0","0"
600128,弘业股份,"江苏弘业股份有限公司","李结祥","江苏省南京市中华路50号弘业大厦","210001","http://www.artall.com.cn","-","-","-","39,751","0","0.9","0","3,760,723,797.04","0","0","68,775,299.42","33,621,152.94","17,512,856.26","2,786,611,067.08","1,416,983,903.79","0.28","0.28","0.14","0","4.94","0","2.42","0","0"
600129,太极集团,"重庆太极实业（集团）股份有限公司","白礼西","重庆市涪陵区太极大道1号","408000","http://www.taiji.com","-","-","-","42,679","0","0","0","6,603,077,714.69","0","0","12,559,822.05","-171,748,651.01","-139,449,313.86","9,368,082,454.63","947,886,746.11","0.03","0.03","-0.4","0","1.36","0","-18.57","0","0"
600130,波导股份,"宁波波导股份有限公司","徐立华","浙江省奉化市大成东路999号","315500","http://www.chinabird.com/","-","-","-","65,041","0","0","0","1,336,754,481.56","0","0","67,966,519.73","17,216,897.37","92,518,929.69","1,082,373,851.88","824,191,926.29","0.09","0.09","0.02","0","8.6","0","2.18","0","0"
600131,岷江水电,"四川岷江水利电力股份有限公司","张有才","四川省汶川县下索桥","611830","www.mjsdgs.com","-","-","-","57,304","0","0","0","771,759,619.53","0","0","-162,077,577.53","-26,688,125.3","153,985,045.74","2,326,452,450.18","649,440,630.57","-0.32","-0.32","-0.05","0","-21.45","0","-3.53","0","0"
600132,重庆啤酒,"重庆啤酒股份有限公司","王克勤","重庆市北部新区大竹林恒山东路9号","400080","www.chongqingbeer.com","-","-","-","64,571","0","2","0","3,386,847,381.09","0","0","158,738,580.72","167,375,015.16","557,899,829.6","4,338,437,460.59","1,534,997,303.34","0.33","0.33","0.35","0","10.64","0","11.22","0","0"
600133,东湖高新,"武汉东湖高新集团股份有限公司","喻中权","武汉市东湖开发区佳园路1号东湖高新大楼","430074","www.elht.com","-","-","-","78,752","0","0","0","5,071,240,681.55","0","0","-463,812,037.53","149,626,985.54","-421,351,814.35","10,363,385,569.11","1,178,513,928.59","-0.75","-0.75","0.24","0","-36.09","0","11.64","0","0"
600135,乐凯胶片,"乐凯胶片股份有限公司","宋黎定","河北省保定市创业路369号","071054","http://www.luckyfilm.com.cn","-","-","-","31,537","0","0.22","0","934,926,677.7","0","0","24,135,955.65","10,206,903.69","75,720,525.13","1,089,169,742.88","972,031,736.93","0.07","0.07","0.03","0","2.49","0","1.05","0","0"
600136,道博股份,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600137,浪莎股份,"四川浪莎控股股份有限公司","翁荣金","四川省宜宾市外南街63号","644000","http//www.langshastock.com","-","-","-","14,404","0","0","0","437,822,683.3","0","0","8,172,869.29","6,493,473.51","23,227,987.31","595,021,477.62","459,056,222.98","0.08","0.08","0.07","0","1.8","0","1.43","0","0"
600138,中青旅,"中青旅控股股份有限公司","张骏","北京市东城区东直门南大街5号","100007","www.aoyou.com","-","-","-","34,707","0","0","0","9,316,037,547.42","0","0","320,572,682.76","187,459,086.28","494,653,382.58","8,259,773,666.27","2,926,815,551.3","0.77","0.77","0.45","0","10.93","0","6.39","0","0"
600139,西部资源,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600141,兴发集团,"湖北兴发化工集团股份有限公司","李国璋","湖北省兴山县古夫镇高阳大道58号","443700","http//www.xingfagroup.com","-","-","-","39,981","0","1","0","10,934,404,966.48","0","0","60,760,795.83","24,182,249.88","226,804,884.39","15,045,586,390.56","3,377,542,278.72","0.14","0.14","0.06","0","1.8","0","0.71","0","0"
600143,金发科技,"金发科技股份有限公司","袁志敏","广州市高新技术产业开发区科学城科丰路33号","510663","www.kingfa.com.cn","-","-","-","102,657","0","1","0","14,425,980,838.34","0","0","754,953,152.05","608,874,793.19","642,935,531.11","13,300,088,065.32","7,804,084,029.12","0.29","0.29","0.23","0","9.51","0","7.67","0","0"
600145,国创能源,"贵州国创能源控股（集团）股份有限公司","章春兵","贵阳市南明区青云路乙栋1层","550002","www.gc145.com","-","-","-","24,768","0","0","0","36,150,037.52","0","0","-86,878,651.85","-94,251,984.98","-14,451,623","159,243,760.77","107,576,974.85","-0.23","-0.23","-0.25","0","-57.53","0","-62.33","0","0"
600146,大元股份,"宁夏大元化工股份有限公司","罗俊","银川市经济技术开发区经天东路南侧8号","100101","http://www.600146.net","-","-","-","27,725","0","0","0","40,998,465.94","0","0","-92,005,553.37","-92,960,804.89","-37,229,433.21","331,961,148.07","141,159,797.24","-0.46","-0.46","-0.47","0","-49.37","0","-49.88","0","0"
600148,长春一东,"长春一东离合器股份有限公司","李艰","长春市高新区超然街2555号","130103","www.ccyd.com.cn","-","-","-","13,619","0","0.62","0","667,488,923.79","0","0","29,463,235.82","23,839,345.1","49,178,315.82","875,044,865.84","338,880,706.37","0.21","0.21","0.17","0","9.11","0","7.37","0","0"
600149,廊坊发展,"廊坊发展股份有限公司","王海滨","河北省廊坊市开发区科技谷园区青果路99号","065000","-","-","-","-","31,149","0","0","0","51,630,168.02","0","0","-50,628,917.82","-44,140,061.47","-1,942,264.22","308,915,050.74","266,757,015.61","-0.13","-0.13","-0.12","0","-17.33","0","-15.11","0","0"
600150,中国船舶,"中国船舶工业股份有限公司","胡问鸣","上海市浦东大道1号15A层","200120","http://csscholdings.cssc.net.cn","-","-","-","93,009","0","0.1","0","22,198,153,818.17","0","0","39,535,146.31","-175,061,300.89","-2,593,093,656.07","51,026,807,685.32","17,348,378,352.65","0.03","0.03","-0.13","0","0.22","0","-1.01","0","0"
600151,航天机电,"上海航天汽车机电股份有限公司","姜文正","上海市浦东新区榕桥路661号","200235","http://www.ht-saae.com","-","-","-","131,172","0","0.35","0","3,358,868,912.66","0","0","144,255,216.03","57,481,061.37","114,656,755.03","7,821,835,073.16","3,777,095,695.12","0.12","0.12","0.05","0","3.89","0","1.55","0","0"
600152,维科精华,"宁波维科精华集团股份有限公司","何承命","宁波市和义路99号","315010","http://www.vekenelite.com","-","-","-","40,484","0","0.3","0","2,322,059,535.11","0","0","28,715,501.1","-196,573,280.54","-102,404,745.69","2,352,518,304.84","799,390,896.7","0.1","0.1","-0.67","0","3.66","0","-25.02","0","0"
600153,建发股份,"厦门建发股份有限公司","黄文洲","中国福建省厦门市思明区环岛东路1699号建发国际大厦29层","361008","http://www.chinacnd.com","-","-","-","73,419","0","2","0","102,067,799,243.02","0","0","2,692,975,139.82","2,427,403,145.3","-1,921,185,594.58","80,045,109,606.83","12,552,213,162.57","1.2","1.2","1.08","0","23.83","0","21.48","0","0"
600155,*ST宝硕,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600156,华升股份,"湖南华升股份有限公司","刘政","湖南省长沙市芙蓉中路三段420号华升大厦","410015","公司暂未设立网站","-","-","-","36,148","0","0","0","982,091,228.11","0","0","70,808,779.23","-125,194,460.49","-85,448,814.06","1,186,715,148.82","705,242,420.2","0.18","0.18","-0.31","0","10.94","0","-19.35","0","0"
600157,永泰能源,"永泰能源股份有限公司","徐培忠","山西省灵石县翠峰镇新建街南110号","030006","www.wtecl.com、www.永泰能源.中国","-","-","-","81,716","0","1","10","9,843,259,492.39","0","0","476,485,771.96","412,713,062.65","2,039,384,770.93","47,614,892,353.08","9,831,489,092.64","0.27","0.27","0.23","0","5.42","0","4.7","0","0"
600158,中体产业,"中体产业集团股份有限公司","刘军","天津市新技术产业园区武清开发区三号路","100020","http://www.csig158.com","-","-","-","109,831","0","0.49","0","984,967,542.39","0","0","136,311,915.47","81,544,530.81","-94,273,968.73","3,628,606,960.2","1,424,788,032.46","0.16","0.16","0.1","0","10.07","0","6.02","0","0"
600159,大龙地产,"北京市大龙伟业房地产开发股份有限公司","李绍林","北京市顺义区府前东街甲2号","101300","www.dldc.com.cn","-","-","-","66,633","0","0","0","676,659,021.31","0","0","229,249,758.79","7,880,444.79","1,045,981,185.37","3,344,790,502.68","1,999,155,594.68","0.28","0.28","0.01","0","12.16","0","0.42","0","0"
600160,巨化股份,"浙江巨化股份有限公司","杜世源","浙江省衢州市柯城区","324004","http://www.jhgf.com.cn","-","-","-","85,909","0","2","0","9,736,541,876.91","0","0","253,577,840.49","210,071,818.84","795,099,477.65","9,596,835,601.49","7,458,466,352.69","0.18","0.18","0.15","0","4.29","0","3.63","0","0"
600161,天坛生物,"北京天坛生物制品股份有限公司","魏宝康","北京市北京经济技术开发区西环南路18号A座126室","100024","http://www.TiantanBio.com","-","-","-","52,358","0","0","0","1,836,504,083","0","0","372,028,783.9","364,536,820.25","566,433,984.53","5,634,539,142","1,926,034,355.38","0.72","0.72","0.71","0","21.38","0","20.95","0","0"
600162,香江控股,"深圳香江控股股份有限公司","翟美卿","深圳市福田区金田路皇岗商务中心1号楼3406A单元","511442","http://www.hkhc.com.cn","-","-","-","54,113","0","0.8","0","2,919,744,791.63","0","0","192,433,192.04","166,585,429.1","-452,795,264.64","13,310,120,921.41","1,613,711,227.33","0.25","0","0.22","0","12.57","0","10.88","0","0"
600163,福建南纸,"福建省南纸股份有限公司","张骏","福建省南平市滨江北路177号","353000","http://www.nanpingpaper.com","-","-","-","39,158","0","0","0","1,408,904,112.73","0","0","-771,906,880.4","-781,787,243.02","-219,541,668.56","2,614,328,086.73","657,806,427.02","-1.07","-1.07","-1.08","0","-73.89","0","-74.83","0","0"
600165,新日恒力,"宁夏新日恒力钢丝绳股份有限公司","肖家守","宁夏石嘴山市惠农区河滨街","753202","www.nxhengli.com.cn","-","-","-","21,170","0","0","0","1,763,903,207.65","0","0","11,074,318.62","-20,009,074.81","5,993,241.96","2,561,362,498.61","1,036,966,221.92","0.04","0.04","-0.07","0","1.07","0","-1.94","0","0"
600166,福田汽车,"北汽福田汽车股份有限公司","徐和谊","北京市昌平区沙河镇沙阳路老牛湾村北","102206","http://www.foton.com.cn","-","-","-","117,799","0","0.98","0","34,152,543,118.89","0","0","763,055,365.61","220,259,255.38","1,102,511,344.65","32,432,592,960.52","14,967,189,990.36","0.27","0.27","0.08","0","5.14","0","1.48","0","0"
